gender,age,status,location,method,timeSpend,visitNo,income,membershipCard,promoRate,itemPurchaseCoffee,itempurchaseCold,itemPurchasePastries,itemPurchaseJuices,itemPurchaseSandwiches,itemPurchaseOthers,spendPurchase,productRate,priceRate,ambianceRate,wifiRate,serviceRate,chooseRate,promoMethodApp,promoMethodSoc,promoMethodEmail,promoMethodDeal,promoMethodFriend,promoMethodDisplay,promoMethodBillboard,promoMethodOthers,loyal
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,1,0,0,Never,1,1,4,1,1,1,1,1,1,1,4,2,4,3,3,1,1,1,1,1,1,1,1,0,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,1,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,1,0,0,Never,0,1,4,1,1,1,1,1,1,1,4,2,4,3,3,2,1,1,1,1,1,1,1,0,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Self Employed,2,0,0,Never,0,1,4,1,1,1,1,1,1,2,4,3,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,4,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,4,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,4,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Female,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,4,1,1,1,1,1,1,1,1,1,1
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Female,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,4,1,1,1,1,1,1,1,1,1,1
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,0,Monthly,0,1,3,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,0,1,Monthly,0,1,3,1,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Self Employed,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,1,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,0
Female,<20,Self Employed,2,0,0,Monthly,0,1,4,1,1,1,1,1,1,0,2,1,3,3,4,3,1,1,1,1,1,1,1,1,1
Female,20-29,Employed,2,0,0,Monthly,0,1,5,1,1,1,1,1,1,0,2,1,3,4,4,3,1,1,1,1,1,1,1,1,1
Female,20-29,Employed,2,1,0,Monthly,0,1,5,1,1,1,1,1,1,0,2,1,3,4,4,4,1,1,1,1,1,1,1,1,1
Female,<20,Self Employed,2,0,0,Monthly,0,1,4,1,1,1,1,1,1,0,2,1,3,3,4,3,1,1,1,1,1,1,1,1,1
Female,20-29,Employed,2,0,0,Monthly,0,1,5,1,1,1,1,1,1,0,2,1,3,4,4,2,1,1,1,1,1,1,1,1,1
Female,20-29,Employed,2,1,0,Monthly,0,1,5,1,1,1,1,1,1,0,2,1,3,4,4,4,1,1,1,1,1,1,1,1,1
Female,<20,Self Employed,2,0,0,Monthly,0,1,4,1,1,1,1,1,1,0,2,1,3,3,4,3,1,1,1,1,1,1,1,1,1
Male,20-29,Student,2,0,0,Weekly,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Weekly,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,20-29,Student,2,0,0,Weekly,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,>40,Student,2,0,0,Never,0,1,3,1,1,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,1,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Self Employed,2,1,0,Weekly,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
Male,<20,Student,2,1,0,Daily,0,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
